GEOID,salesgr500k_1997,salesgr500Slope,totMarkValue_1997,totMarkSlope,perBigMark1997,perMarkSlope,opgr500k_1997,opgr500kSlope,opgr2000acres_1997,slopelargeCropOp,countyCornGrain_1997,SlopeCornGrain,countyCornSilage_1997,cornSilSlope,countyCotton_1997,CottonSlope,countyRice_1997,riceSlope,countySoybean_1997,soybeanSlope,countyWheat_1997,countyWheatSlope,cattlegr500_1997,cattlegr500_slope,ophogsgr1000_1997,hogsSlope,broilgr500000_2002,SlopeBroilOp,layergr100000_2002,layerSlope,turkeyContracts_2002,turkeySlope,Adens_Int,Adens_Slope,CattleAMU_1997,CattleAMUSlope,HogAMU1997,HogAMUSlope,TukeyAMU1997,TurkeyAMUSlope,Broiler_1997,BroilerAMUSlope,LayerAMU1997,LayerAMU
18105,2340000,13020,9192000,130740,25.45691906,-0.197996719,4,-0.02,0,0.04,6018,66.41268759,378.00,-17.04,NA,NA,NA,NA,5193,36.44,448,-19.88,1,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,9.750975499,-1.127190038,11164,-227.92,129.2,-2.368,0.18,0.03168,0,0.0744,2.34,-0.1722
18107,36501000,5022560,85523000,4705440,42.67974697,1.684055683,36,3.16,22,0.64,115065,494.3547067,368.00,-4.7,NA,NA,NA,NA,106774,952.94,5649,-147.62,0,0,13,-0.6,NA,NA,NA,NA,3,-0.02,46.71665267,-8.390469132,9334,-236.34,35978.8,-1949.216,740.142,-7.1064,0,-0.4102,6.17,-0.2468
18109,11377000,1723680,34591000,1766700,32.89005811,1.813034779,14,0.94,6,0.5,51080,-22.17530696,186.00,-1.08,NA,NA,NA,NA,39865,909.42,3841,-73.56,1,0.02,3,-0.06,NA,NA,NA,NA,NA,NA,12.00388777,-1.892743327,9768,-198.14,4320,-197.696,0,0.01008,0,0.0694,2.76,-0.183
18111,43676000,7745300,85315000,6901360,51.19381117,1.807032177,28,3.06,16,-0.04,106502,-698.228513,494.00,68.8,NA,NA,NA,NA,74560,-500.88,1479,23.88,0,0.08,9,-0.24,NA,NA,1,0,NA,NA,23.55286376,-0.138218641,3748,-469.18,8805.2,440.328,0,5.55112E-20,0,0.0876,0,0
18113,21716000,5278080,60780000,5770600,35.72885818,2.149673758,20,3.78,1,0.4,58770,492.8581173,2230.00,45.4,NA,NA,NA,NA,49189,1094.28,6286,-106.66,2,0.08,12,0.24,NA,NA,NA,NA,NA,NA,30.06111889,4.374698,17249,4.68,17056,801.536,0,0.10476,7.1,124.686,0,0
18115,0,0,4060000,57820,0,0,1,0.08,0,-0.02,2421,-8.442701228,91.00,2.428571429,NA,NA,NA,NA,1885,65.64,110,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.43289865,-2.183129726,3632,-97.42,0,0,0,0.01224,0,0.0036,1.94,-0.0188
18117,10194000,4757280,21934000,4935720,46.47579101,2.177421159,4,1.16,3,0.12,21030,371.4399727,780.00,-32.16,NA,NA,NA,NA,17382,462.54,3679,-181.08,1,0.02,3,-0.08,0,0.18,1,-0.02,0,0.26,14.51292765,-0.775337343,13232,-301.8,6218,-320.048,0,343.31904,0.99,118.5312,0,0
18119,3480000,730840,16494000,915020,21.0985813,1.660783801,3,0.74,1,0.12,20346,263.0354707,587.00,-7,NA,NA,NA,NA,17682,472,2194,-38.42,2,-0.04,3,-0.14,NA,NA,NA,NA,NA,NA,14.02946632,-2.354539217,11934,-232.12,5257.6,-237.456,0,0.0432,3.14,0.032,7.7,-0.4236
18121,14273000,2640080,44038000,2567780,32.41064535,2.128743063,18,1.74,21,0.2,67223,-205.819236,701.00,22.58,NA,NA,NA,NA,55899,243.22,8594,-306.8,1,0,4,-0.16,NA,NA,NA,NA,NA,NA,13.60862905,-1.86386794,10217,-37.8,9478,-392.168,0,0.17208,1.46,0.6946,6.69,-0.2676
18123,4357000,1184320,13084000,1311040,33.300214,2.545450678,5,0.76,0,0.24,7786,76.81923602,423.00,22.38,NA,NA,NA,NA,7036,423.46,750,-14.58,1,0,5,0,NA,NA,NA,NA,1,0.36,21.12515394,-1.404153821,13086,-272.12,11115.6,-123.352,0.216,118.07496,0.27,0.0076,5.11,-0.2686
18125,4434000,1716480,20208000,1606100,21.94180523,3.100228944,6,1,3,0.14,30031,-291.76603,243.00,-3.84,NA,NA,NA,NA,27896,236.74,4770,-128.66,NA,NA,2,0.08,NA,NA,NA,NA,4,0.14,8.852648664,-0.012549445,3748,-83.22,2403.6,60.728,2358.144,20.15424,0,-0.002,0.91,0.1666
18127,9868000,3115060,42888000,2767700,23.00876702,2.775254006,14,2.6,4,0.1,61678,-469.5238745,565.00,-11.64,NA,NA,NA,NA,48459,-84.2,4278,-133.4,0,0.06,4,-0.08,NA,NA,NA,NA,NA,NA,8.987454168,-0.746545863,4812,-15.22,5365.2,-146.432,0.936,0.02448,3.75,-0.0024,3.31,-0.047
18129,23682000,4440200,60134000,4108320,39.38204676,2.263296943,33,3.08,18,0.54,82119,657.6473397,714.00,-33.62,NA,NA,NA,NA,83794,-21.42,34573,-663.96,NA,NA,5,-0.02,NA,NA,NA,NA,1,-0.02,10.96714834,-0.238324461,4235,-47.66,5038.4,24.8,702.054,-28.08216,0,0.0608,1.97,0.3442
18131,52381000,6599940,98145000,5682000,53.37103266,1.852060053,40,3.56,22,0.16,106045,-78.19849932,1098.00,12.7,NA,NA,NA,NA,82899,-550.5,2518,-71.74,1,0,14,-0.34,NA,NA,1,0,NA,NA,22.51507726,-1.544377685,6324,43.36,21660.8,-390.408,0,-0.00576,0,0.1208,0,0
18133,14108000,2489760,48999000,2075380,28.79242434,2.291676675,13,1.8,10,0.52,63422,57.27080491,533.00,5.428571429,NA,NA,NA,NA,58887,135.8,5037,-135.92,0,-0.02,10,-0.34,NA,NA,NA,NA,1,-0.08,22.87617603,-2.674339647,12844,-265.44,15765.2,-400.72,0,0.18612,0,0.528,6.08,-0.2432
18135,18177000,9223380,67639000,8952440,26.87354928,3.015641394,19,4.64,7,0.78,77643,827.7100955,779.00,26.12,NA,NA,NA,NA,96085,288.18,9451,-201.18,0,0.2,10,0.58,NA,NA,NA,NA,2,0.1,16.45809628,14.68355749,7919,10.72,19814.4,3403.592,1382.832,26.18172,0,0.025,0,0.2992
18137,31316000,1423740,59468000,2078720,52.66025425,0.502872905,15,1.9,4,0.08,48353,-29.05047749,1542.00,-41.54,NA,NA,NA,NA,45333,874.88,5375,-137.7,1,-0.06,8,0.28,NA,NA,NA,NA,NA,NA,24.07275661,-1.074664048,16229,-319.66,12716,69.728,0,0,0,1.6138,0,-0.1938
18139,26987000,5143800,87033000,5028320,31.00777866,2.231076777,31,2.72,8,0.12,96372,-218.5716235,1795.00,-66.86,NA,NA,NA,NA,89827,-227.18,7836,-103.92,4,0,26,-0.14,NA,NA,NA,NA,NA,NA,51.24080229,1.861403125,14978,-214.86,42574,608.144,0,0,0,0.0788,5.26,0.151
18141,23451000,3470840,56520000,3359460,41.49150743,1.922665715,24,1.54,9,0.48,70626,-40.59140518,1532.00,-7.68,NA,NA,NA,NA,46645,16.52,4057,-80.2,0,0.04,6,-0.18,NA,NA,1,-0.08,NA,NA,14.68000975,-0.456730577,6995,-99.18,10843.2,-9.264,1.764,-0.05004,0,0.163,0,0
18143,1997000,895900,9521000,803460,20.97468753,2.944731957,3,0.42,3,0.12,9864,345.2810368,0.00,0,NA,NA,NA,NA,19416,-260.76,1860,-72.78,NA,NA,0,0.08,NA,NA,NA,NA,1,-0.06,8.491944066,-0.379531794,5120,-136.38,551.6,98.584,0,0,0,0.2306,4.83,0.1332
18145,21450000,4152780,67768000,4109800,31.65210719,2.089915536,24,2.6,9,0.8,93420,571.8540246,662.00,-25.58,NA,NA,NA,NA,79942,1168.38,6674,-141.88,1,-0.02,8,-0.26,NA,NA,NA,NA,NA,NA,24.95899507,-3.950640888,6786,-62.26,25079.6,-779.328,0,0.13932,0,0.0676,3.24,0.018
18147,20947000,2646320,52005000,2779380,40.27881934,1.771936688,27,1.46,15,0.02,54826,75.51364256,739.00,-21.98,NA,NA,NA,NA,53730,485.88,12735,-438.58,0,0.02,18,-0.58,NA,NA,NA,NA,3,0.08,33.41429117,-2.082521789,14914,-185.26,19026.8,-310.576,2068.2,67.78224,0,0.044,0,0
18149,11928000,2459320,33311000,2265080,35.80799135,2.306288165,13,1.74,10,0.38,59667,107.1643929,183.00,-9.571428571,NA,NA,NA,NA,25745,612.08,616,-25.02,0,0.04,1,0.02,NA,NA,NA,NA,NA,NA,3.274494957,-0.179223952,1949,-19.1,917.6,-9.232,0,0.0036,0,0.0036,9.31,-0.3754
18151,4632000,2454520,26171000,2338200,17.69897979,3.019453693,6,1.6,8,0.22,32670,395.3744884,1462.00,49.1,NA,NA,NA,NA,25567,517.76,4482,-36.08,0,0.22,1,0.02,NA,NA,NA,NA,NA,NA,13.38598652,-0.26842708,9374,90.48,2885.2,-133.528,0,2.22045E-19,0,0.0086,3.87,0.1056
18153,13552000,3141000,44677000,2830500,30.33328111,2.518947885,20,1.88,18,0.18,70719,-139.957708,321.00,-14.22,NA,NA,NA,NA,66643,-58.02,9167,-312.68,NA,NA,5,-0.18,NA,NA,NA,NA,2,0.18,9.11229109,-0.168373603,5495,-127.52,5715.2,9.2,0,71.42472,0,7.82,1.41,0.0742
18155,3322000,290160,13612000,165140,24.40493682,2.057346603,3,0.2,2,0.12,4334,144.03206,453.00,2.82,NA,NA,NA,NA,4553,223.02,489,-25.34,NA,NA,1,-0.04,NA,NA,NA,NA,NA,NA,12.34100313,-1.291509864,8324,-158.26,0,10.784,0.36,-0.00504,0,0.0216,6.09,-0.1668
18157,33738000,4942300,81126000,3925200,41.58716071,2.147815371,32,2.74,21,0.84,105635,-380.0409277,696.00,-16.72,NA,NA,NA,NA,96985,-249.54,6320,-183.28,2,-0.06,22,-0.72,NA,NA,NA,NA,NA,NA,32.28235916,-4.343242705,8285,-163.06,36280,-959.608,0,0.17172,0,0.0604,0,0
18159,30485000,4427060,66995000,3999240,45.50339578,1.916861119,30,2.48,7,0.56,72335,120.4317872,120.00,15.92,NA,NA,NA,NA,71941,69.28,3286,-81.52,NA,NA,12,-0.16,NA,NA,1,0,NA,NA,33.64070011,-0.393922557,2053,-64.32,22711.6,11.144,0,0,0,0.0124,0,0
18161,4099000,1179880,26317000,1023280,15.57548353,2.450156849,7,1,0,0.18,34507,-152.6732606,326.00,-2.62,NA,NA,NA,NA,25054,321.6,2636,-111.38,NA,NA,6,-0.3,NA,NA,NA,NA,NA,NA,39.25731129,-9.223120773,4482,-134.38,10991.6,-635.752,0,-0.00108,0,0,0,0.0382
18163,4755000,1095100,21689000,1006560,21.92355572,2.327300746,6,0.94,2,0.12,32282,-46.87107776,191.00,-10.6,NA,NA,NA,NA,30017,-186.78,7368,-207.7,NA,NA,NA,NA,NA,NA,0,0.02,0,0.02,6.603830684,-1.178060866,2050,-72.02,1564,-70.72,0,0,0,0.0116,0,0.132
18165,13189000,2663400,30625000,2522040,43.06612245,1.985261606,9,1.66,6,0.78,47342,91.80968622,294.00,-1.52,NA,NA,NA,NA,42472,252.54,1783,-44.42,0,0.18,2,-0.02,NA,NA,NA,NA,NA,NA,14.21693454,-0.383120167,4529,10.16,9682,-61.392,0,0.00252,0,0.0744,0.76,0.179
18167,6059000,1834700,26204000,1548300,23.12242406,2.61903414,8,1.24,8,0.44,42411,219.8165075,229.00,-12,NA,NA,NA,NA,43219,167.14,3378,-119.76,NA,NA,5,-0.26,NA,NA,NA,NA,NA,NA,8.485276062,-2.116068491,3734,-111.58,6228.4,-330.8,0.108,0.00756,0,0.0812,5.12,-0.0478
18169,52721000,5218200,100852000,4894780,52.27561179,1.345772612,42,2.46,7,0.4,69196,490.0607094,1743.00,-20.34,NA,NA,NA,NA,65834,620.6,8661,-246.44,13,-0.48,33,-0.6,NA,NA,1,-0.04,NA,NA,66.73018346,-1.382579243,25271,-748.18,50907.2,452.768,0,0.02304,0,-0.0594,0,0
18171,27820000,4540600,58509000,4071280,47.54824044,1.92446474,19,2.26,15,0.42,76523,228.9010914,506.00,62.54,NA,NA,NA,NA,71005,105.92,3805,-25.16,0,0.08,3,-0.1,NA,NA,NA,NA,NA,NA,3.542360965,0.735195015,5509,138.5,0,0,0,0.0144,0,0.0482,0,0.3222
18173,5123000,1587820,24055000,1469460,21.29702764,2.987305549,7,1.28,5,0.38,33713,301.8942701,554.00,-29.7,NA,NA,NA,NA,34371,390.02,5805,-144.44,0,0.08,1,0.06,NA,NA,NA,NA,NA,NA,8.681047803,-0.845968549,5007,-100.44,4679.2,-68.536,0,0,0,0.0212,1.67,0.3254
18175,11814000,6299640,40965000,6564200,28.83925302,2.814382667,14,3.34,3,0.5,33992,1024.461801,2501.00,-102.2,NA,NA,NA,NA,30082,1933,4202,-132.76,2,-3.55E-18,5,-0.06,6,0.84,NA,NA,3,0.76,31.09092268,2.777753151,32314,-664.02,7065.6,23.928,4914,215.9496,2652.03,1163.2772,0,0
18177,13270000,2231260,51922000,2871480,25.55756712,1.429877561,18,1.4,1,0.5,55395,-123.1834925,1874.00,-32.64,NA,NA,NA,NA,51907,74.9,6228,-206.44,2,-0.06,9,-0.32,NA,NA,NA,NA,NA,NA,26.4251307,-1.913138574,17038,-134.3,14339.6,-264.768,0,0.35424,0,0.9186,5.06,-0.344
18179,28324000,7940240,76276000,7588840,37.13356757,2.669177065,33,4.22,8,0.6,76518,454.4454297,1001.00,31.4,NA,NA,NA,NA,89539,482.9,7943,-104.06,7,-0.22,15,0.74,NA,NA,1,0.02,NA,NA,19.7002631,11.95888866,10456,-176.76,25680,2456.824,0,0.11304,0.8,0.0034,0,0
18181,59939000,10007240,119971000,9090560,49.96124063,1.873082119,49,3.24,17,1.02,119811,1420.620055,656.00,-2.3,NA,NA,NA,NA,109599,-656.44,4155,-79.12,0,0.06,35,-0.44,NA,NA,1,0,NA,NA,38.41153176,9.837867321,8069,42.26,44074.4,2531.896,0,0.00504,0,0.029,0,0
18183,20173000,3994840,52060000,3837860,38.74951978,2.250640762,24,2.16,9,0.22,48866,466.3424284,1490.00,-7.8,NA,NA,NA,NA,51335,536.84,12555,-234.78,2,0.02,18,-0.06,NA,NA,NA,NA,NA,NA,28.42092181,3.386631826,9555,-29.4,23270.4,617.84,0.396,0.02016,0,0.2398,0,0
19001,23095000,6139720,84799000,6025980,27.23499098,2.239764523,16,4.16,15,0.5,97291,-156.7517053,2753.00,-25.9,NA,NA,NA,NA,91448,414.46,0,0,11,0.22,7,-0.02,NA,NA,1,0,NA,NA,42.72110102,-0.691974429,54494,-522.42,14660,318.416,0,-0.018,2.85,-0.028,0,0
19003,16034000,3796460,50509000,3698400,31.74483755,2.264668951,20,2.3,10,0.5,55365,375.4140518,1341.00,-32.16,NA,NA,NA,NA,55038,439.94,105,-7.42,10,-0.1,16,-0.02,NA,NA,NA,NA,NA,NA,52.2756486,-2.519607071,41414,-650.7,23456.8,149.056,0,0.04752,0,-51.2584,0,0.2112
19005,11496000,8172340,81994000,7330080,14.02053809,3.192130121,16,5.7,6,0.42,64928,831.8574352,6859.00,129.76,NA,NA,NA,NA,17790,655.16,56,-2.24,5,0.9,23,-0.3,NA,NA,NA,NA,NA,NA,58.24231748,1.008053066,69656,-116.56,27629.2,450.064,0,0.03348,0,0.5166,4.38,-0.3652
19007,4328000,1013840,30260000,831360,14.30270985,2.197334639,6,1.02,10,0.02,28732,-215.2796726,764.00,51.06,NA,NA,NA,NA,32725,60.04,174,-13.36,5,0.12,NA,NA,NA,NA,NA,NA,NA,NA,34.20671762,-3.997955212,45169,-947.86,2082.8,-87.08,0,0.00864,5.33,5.1398,4.1,-0.0648
19009,55902000,10986540,116428000,9911040,48.01422338,2.077510661,50,4.22,13,0.66,107023,696.7530696,1346.00,-5.94,NA,NA,NA,NA,105604,-109.76,0,0,10,0.3,58,-0.98,NA,NA,NA,NA,NA,NA,90.73145766,10.30969661,33150,-23.58,67190.8,2389.064,0,0.00432,1.24,0.1016,0,0
19011,47615000,13233640,161581000,12115080,29.46819242,2.654443952,51,9.98,7,0.58,171666,1025.914052,1984.00,48.28,NA,NA,NA,NA,159869,222.02,247,-8.76,9,-0.08,25,0.08,NA,NA,1,-0.06,NA,NA,35.84255067,7.444878874,40919,-116.06,40420.4,2877.944,1.134,-0.05436,7.38,-0.2318,0,0
19013,38691000,10015840,129897000,8710360,29.7859073,2.633251905,43,6.52,3,0.44,134596,1330.382674,1773.00,-23.26,NA,NA,NA,NA,114576,-661.28,0,0,3,0.46,58,0.36,NA,NA,NA,NA,NA,NA,50.67938929,7.302176123,17019,229.5,67987.6,1910.384,0,0.04536,2.88,0.0576,0,0.0344
19015,41578000,9356000,123544000,7708960,33.65440653,2.645505635,39,6.12,10,1,146337,1125.674625,558.00,12.4,NA,NA,NA,NA,142615,-1957.78,0,0,7,0.02,25,0.18,NA,NA,2,-0.14,NA,NA,30.92357928,3.834036083,17178,-142.38,40404,1277.504,0,0.02376,5.08,-0.0208,0,0
19017,25146000,8845400,103552000,8328940,24.28345179,2.663794974,29,6.44,4,0.4,108811,1699.491814,2493.00,47.86,NA,NA,NA,NA,84150,-510.3,0,0,3,0.68,27,0,NA,NA,NA,NA,NA,NA,55.73178423,6.634001804,25689,71.72,35330,1425.56,0,0,16.35,-0.801,0,0
19019,41025000,15272980,139832000,14045340,29.33877796,2.885329233,54,8.94,10,0.7,160637,2215.653479,3412.00,-48.8,NA,NA,NA,NA,115666,-1716.62,165,-6.6,4,0.32,53,1.12,NA,NA,NA,NA,NA,NA,64.55990623,15.02966473,28606,-53.26,75778,4484.424,0,0.06876,404.13,14.8134,0,0
19021,107082000,21725760,212862000,20261240,50.30583195,1.958985395,90,8.24,8,0.42,162645,752.8956344,2898.00,0.46,NA,NA,NA,NA,154866,-519.38,0,0,5,0.42,103,-1.46,NA,NA,2,-0.02,4,1.1,112.7750473,7.79426204,22879,336.8,118464.8,1826.92,11739.222,157.75416,9.28,-0.3712,0,0
19023,40198000,12041600,133606000,10788300,30.08697214,2.661967185,41,6.7,6,1.12,142673,2247.840382,1913.00,0.02,NA,NA,NA,NA,123916,-147.26,272,-10.88,2,0.56,44,-0.06,NA,NA,NA,NA,1,-0.06,67.52213794,10.72468982,21995,172.76,71030.4,3050.128,0,0.05472,0,0.0754,0,-0.1398
19025,50499000,13359040,142393000,11682940,35.46452424,2.610323986,54,8.5,10,0.7,153784,1312.626876,2070.00,-39.28,NA,NA,NA,NA,157533,-1422.2,0,0,9,-0.02,46,0.18,NA,NA,NA,NA,0,0.12,60.70034951,12.77462457,21075,-4.3,68022,3676.088,0,100.19268,30.73,-1.3024,3.74,0.1216
19027,110196000,21172780,222396000,19553880,49.54945233,1.885292129,85,8.76,4,0.74,154763,1583.047749,2657.00,13.12,NA,NA,NA,NA,142368,-1756.98,114,-4.56,37,0.6,108,-1.4,NA,NA,NA,NA,NA,NA,160.7506662,20.3072599,73442,-296.58,147814.8,6286.632,0.18,-0.03348,2.66,-0.1538,6.6,0.1072
19029,32038000,7167440,95329000,6545060,33.60782133,2.164625156,35,4.32,7,0.68,118445,-669.7080491,1676.00,66.1,NA,NA,NA,NA,106573,-611.76,0,0.8,15,-0.2,15,-0.6,1,-0.06,2,-0.08,NA,NA,54.16756775,-3.02858354,50308,-485.26,25073.6,-568.008,0,0,0,168.06,0,0
19031,36242000,12807540,130902000,11483040,27.68636079,2.874354962,40,6.88,7,1.36,144001,894.3656207,1543.00,-43.42,NA,NA,NA,NA,113646,58.16,327,0.62,2,0.1,42,0.74,NA,NA,NA,NA,NA,NA,47.15854366,11.97292673,30252,-257.78,60377.6,3851.096,0,0.1296,4.39,0.4724,4.57,-0.1274
19033,45159000,7973220,123775000,6769120,36.48475056,2.371998431,43,6.14,9,0.58,142667,1511.367667,1052.00,28.78,NA,NA,NA,NA,125838,-810.18,0,0,2,-0.02,31,-1.1,NA,NA,NA,NA,NA,NA,43.44303951,-0.543178514,9380,-31.04,50336,-129.36,0.144,0.0342,0.4,0.0512,0,0.4148
19035,52385000,14910320,148555000,14599200,35.26303389,2.328052192,63,8.2,4,0.38,132373,777.2305593,4830.00,-115.5,NA,NA,NA,NA,127721,183.2,NA,NA,22,0.66,76,-0.42,NA,NA,NA,NA,1,0.2,95.64915546,7.057520575,50743,522.28,87602.4,1116.12,0,470.64204,0,-0.013,0,0.0138
19037,45078000,11510940,124259000,11475240,36.27745274,2.260956752,41,6.48,3,0.68,116688,1987.418827,5387.00,-44.2,NA,NA,NA,NA,95450,-267.64,57,-2.28,12,0.26,37,-0.52,NA,NA,NA,NA,NA,NA,70.07486596,9.588795181,40140,-63.08,51132.8,2567.608,0,0.01548,4.5,0.6366,7.82,-0.2174
19039,15163000,4254980,39053000,4362480,38.82672266,2.105478105,5,1.46,7,0.06,26298,-177.0552524,1701.00,27.54,NA,NA,NA,NA,26919,-80.1,121,-10.24,9,0.16,6,0.04,NA,NA,NA,NA,NA,NA,39.4665937,5.25309723,42159,-577.38,26940,1750.4,0,-0.00468,0,0.021,0,0.2074
19041,53912000,14185560,123032000,13956400,43.81949412,1.957495656,46,7.4,7,0.94,121080,1185.708731,2145.00,176.6,NA,NA,NA,NA,122997,239.6,NA,NA,7,0.32,26,1.1,NA,NA,1,-0.02,NA,NA,50.58173215,8.882459649,18291,668.46,42782,1941.584,0,0.0018,5.05,-0.1314,0,0
19043,42856000,14238900,172085000,12539320,24.90397187,2.834804541,48,8.5,3,0.86,159349,400.888131,7441.00,19.02,NA,NA,NA,NA,45207,565.6,272,-8.22,9,1.28,70,-0.98,NA,NA,2,-0.14,1,0.02,80.91772054,1.589142667,84114,-702.4,94965.6,1317.592,0,0,2.19,25.6444,0,0
19045,40536000,13115880,151916000,12375980,26.68316701,2.706461187,42,10.82,2,0.46,176860,1651.575716,3951.00,61.3,NA,NA,NA,NA,102988,669.88,90,-4.94,11,0.88,20,-0.26,NA,NA,NA,NA,NA,NA,49.2992767,0.450968886,54964,938.3,39892.4,-776.184,2.898,0.07884,5.93,0.1376,0,0
19047,47558000,16140220,145406000,15403400,32.70704097,2.516623447,52,7.72,16,0.84,164491,2745.675989,2287.00,16.9,NA,NA,NA,NA,148874,-766.2,0,23.96,13,0.76,43,0.2,NA,NA,NA,NA,NA,NA,70.82118094,7.397963292,61052,-368.92,71432,3105.48,0.558,-0.03744,7.8,-0.0754,0,0.4188
19049,49868000,8184720,121368000,7544200,41.0882605,2.070790885,34,4.88,16,0.14,131532,712.2421555,859.00,-14.76,NA,NA,NA,NA,131381,-1720.22,0,0,4,-0.06,14,0.22,NA,NA,1,-0.06,NA,NA,21.53874903,3.644687749,17142,292.26,22817.2,818.552,0,0.02556,3.6,-0.1254,0,0
19051,20469000,2096720,57008000,2220180,35.90548695,1.441582095,9,1.16,11,-0.2,34692,-60.02046385,1180.00,129.28,NA,NA,NA,NA,39211,-288.96,324,20.48,6,-0.08,10,0.2,NA,NA,NA,NA,NA,NA,63.888789,-1.066868482,49168,-1186.94,49573.2,909.648,0.378,-0.00144,5.58,-0.2336,0,0
19053,28474000,2764460,55021000,2943500,51.75114956,1.407938314,10,1.66,9,0.36,25375,375.1766712,1201.00,15.78,NA,NA,NA,NA,29622,554.88,218,-2.08,12,0.06,5,0.36,NA,NA,NA,NA,NA,NA,49.06748812,0.22378203,63352,-836.38,15662,898.632,0.504,-0.01404,8.59,-0.4056,4.3,-0.1774
19055,51592000,21118280,193499000,19737580,26.66267009,2.934759275,64,13.52,1,0.18,156722,3276.283765,9010.00,259.98,NA,NA,NA,NA,59993,-798.42,106,-6.18,8,2.9,135,-1.66,NA,NA,NA,NA,NA,NA,140.1800726,9.43246395,70147,2659.5,155623.2,162.704,0.396,0.0018,2.58,-0.0176,0,0.362
19057,23672000,3207500,71477000,2897400,33.11834576,2.158019351,19,3.1,3,0.26,70002,-219.8444748,884.00,-21.04,NA,NA,NA,NA,66761,-274.18,625,-3.5,4,-0.2,19,-0.26,NA,NA,NA,NA,NA,NA,44.72810539,-8.451589516,16377,-426.72,49338.4,-1394.872,0,-0.0108,2.45,-0.0984,3.79,-0.07
19059,24755000,7425780,74662000,6501380,33.15609011,2.780847521,21,4.36,2,0.42,81530,206.351296,2891.00,-16.96,NA,NA,NA,NA,83333,-477.1,NA,NA,12,0.1,15,-0.12,NA,NA,NA,NA,NA,NA,39.52963885,3.354954019,27360,-312.2,18173.2,972.792,0,0,0,0.3482,0.99,0.3496
19061,40304000,16895700,171364000,15465660,23.51952569,3.035770467,58,10.4,2,0.04,116588,1636.152797,9648.00,246.74,NA,NA,NA,NA,19833,457.78,89,-3.42,17,2.74,86,-1.84,NA,NA,NA,NA,NA,NA,129.7619881,-2.47016113,112834,1341.6,102042.8,-2119.544,0.45,-0.01404,5.63,-0.2502,0,-0.1336
19063,36992000,9728720,94559000,9321560,39.12054908,2.203602478,34,5.04,2,0.64,100210,429.9583902,1795.00,-4.8,NA,NA,NA,NA,92538,-472.06,0,0,9,0,23,-0.02,NA,NA,1,0,NA,NA,78.63251445,2.688031209,20234,-152,48233.6,703.248,0,0,0,-0.0138,0,0
19065,60885000,13972020,183356000,12607120,33.20589454,2.37948674,65,7.26,8,0.66,175058,6.860163711,7949.00,-6.28,NA,NA,NA,NA,110802,-340.52,93,-3.72,11,0.76,66,-1.9,NA,NA,1,0,NA,NA,83.46147515,-0.584158853,59109,-194.82,96084,-26.104,0,0.01764,3.89,-0.2376,0,0
19067,39116000,10693240,115805000,9891500,33.77747075,2.52092231,45,7.48,8,0.08,137175,885.9372442,2462.00,68.36,NA,NA,NA,NA,119453,-565.28,110,-4.68,1,0.34,38,-0.16,NA,NA,NA,NA,0,0.02,45.26812831,10.74664208,16798,521.6,41813.2,2234.968,0,0.04032,4.85,30.1036,0,0
19069,90951000,15616260,182466000,13898760,49.84545066,2.083993859,58,9.26,5,0.78,162094,2398.348568,1555.00,-40.12,NA,NA,NA,NA,141326,-1655.54,0,0,6,-0.14,56,1.08,NA,NA,1,-0.08,NA,NA,88.37722157,17.43789513,19546,-433.74,78536.8,5690.032,0.594,0.00756,13.7,0.1272,0,0.4056
19071,30411000,5796520,90885000,4752500,33.46096716,2.695506909,24,4.8,24,0.44,117531,-151.7257844,514.00,-34.56,NA,NA,NA,NA,122884,-472.9,372,-18.8,4,-0.1,3,0,NA,NA,NA,NA,NA,NA,20.93412646,-2.471086221,23912,-535.4,9564.4,-119.168,0,0,0,0,1.73,0.266
19073,38849000,12260820,125287000,10728000,31.00800562,2.876102493,43,8.06,13,0.58,152933,1084.392906,1096.00,16.82,NA,NA,NA,NA,151040,-910.5,0,-6.5,6,0.18,35,0.32,NA,NA,NA,NA,NA,NA,41.11473666,11.19946683,21450,-48.86,62149.2,3354.152,0.414,-0.01656,28.59,-0.5624,9.18,-0.1912
19075,65080000,10053500,152076000,9032400,42.79439228,1.956821816,61,6.68,12,0.64,154644,299.399045,831.00,-12.7,NA,NA,NA,NA,137812,-545.62,NA,NA,5,0.9,38,-0.2,NA,NA,NA,NA,NA,NA,65.99873611,2.808297567,20361,432.12,62176.4,297.912,0,0,15,-0.161,0,0.1728
19077,4.00E+07,8357700,97145000,8123260,41.1755623,1.941398306,18,4.48,11,0.86,96031,1052.81719,1010.00,-17.8,NA,NA,NA,NA,88133,472.38,120,-1.76,5,-0.1,23,-0.54,NA,NA,1,0,NA,NA,46.05091458,-0.040414099,37950,-299.24,32506.8,286.68,0,-0.01188,6.62,0.2076,0,0
19079,147072000,22081260,230724000,20352320,63.74369376,1.49101655,87,5.98,17,0.76,170951,722.4488404,324.00,-1.785714286,NA,NA,NA,NA,153648,-2832.08,0,0,1,-0.1,65,-0.02,1,-0.06,NA,NA,2,-0.06,107.8669805,35.05940894,5211,-74.48,179199.6,10455.816,11790,92.60892,2.29,-0.0072,0,0.3016
